DOI,Title,include
10.1037/xge0001395,gamified inoculation interventions do not improve discrimination between true and fake news: reanalyzing existing research with receiver operating characteristic analysis,yes
10.4185/RLCS-2023-1914,fighting disinformation through source management: a comparison between journalistic models in the context of covid-19; [combatir la desinformación desde la gestión de fuentes: comparativa entre modelos periodísticos en el contexto del covid-19],no
10.1017/XPS.2023.1,do survey questions spread conspiracy beliefs?,no
10.1007/978-3-031-13698-6_7,disinformation in the age of the covid-19 pandemic: how does belief in fake news and conspiracy theories affect canadians' reactions to the crisis?,no
10.57230/EJPLT231AOA,privacy invasion and disinformation: navigating the challenges of information and communication technologies; [invasione della privacy e disinformazione: come affrontare le sfide delle tecnologie dell'informazione e della comunicazione],no
10.1371/journal.pone.0282308,information battleground: conflict perceptions motivate the belief in and sharing of misinformation about the adversary,yes
10.1027/1864-9335/a000509,hippies next to right-wing extremists: identifying subgroups of antilockdown protesters in germany using latent profile analysis,no
10.1037/dec0000223,numeracy does not polarize climate change judgments: numerate people are more knowledgeable and knowledge is power,no
10.1177/10755470231186396,polarization or mainstreaming? how covid-19 news exposure affects perceived seriousness of the pandemic and the susceptibility to covid-19 misinformation?,no
10.3390/socsci12030137,"covid-19 pandemic and the crisis of care: wellness discourses, neoliberal self-care, and (dis)infodemic",no
10.1002/sce.21790,science education in an age of misinformation,no
10.1016/j.datak.2023.102176,leveraging relevant summarized information and multi-layer classification to generalize the detection of misleading headlines,no
10.1371/journal.pone.0283238,learning about informal fallacies and the detection of fake news: an experimental intervention,yes
10.1016/j.socscimed.2023.115863,promoting covid-19 vaccine confidence through public responses to misinformation: the joint influence of message source and message content,no
10.1007/s11406-022-00608-7,the unique depictive damage of gombrichian schemata in cartoons,no
10.1037/mac0000149,"evaluating tweets reduces the influence of inaccurate content, but does “liking” a tweet reflect evaluation?",no
10.1037/xap0000458,effects of inductive learning and gamification on news veracity discernment,yes
10.1016/j.actpsy.2023.103930,is the covid-19 bad news game good news? testing whether creating and disseminating fake news about vaccines in a computer game reduces people's belief in anti-vaccine arguments,yes
10.1371/journal.pone.0282202,effective mitigation of the belief perseverance bias after the retraction of misinformation: awareness training and counter-speech,no
10.1086/724220,the credibility effect: defamation law and audiences,no
10.1371/journal.pone.0281777,moral leniency towards belief-consistent disinformation may help explain its spread on social media,no
10.3390/jintelligence11020027,actively open-minded thinking and its measurement,no
10.26615/978-954-452-085-4_008,overview of the shared task on fake news detection from social media text,no
10.1086/722345,latino-targeted misinformation and the power of factual corrections,yes
10.1177/07311214221117294,the ongoing process of hiv-stigma (re)production,no
10.26615/978-954-452-085-4_026,nlpt malayalm@dravidianlangtech-ranlp 2023: fake news detection in malayalam using optimized xlm-roberta model,no
10.1007/s12119-023-10194-9,a cross-sectional comparative study analyzing the quality of youtube videos as a source of information for treatment of erectile dysfunction in english and hindi language,no
10.1093/pnasnexus/pgad078,moralization and extremism robustly amplify myside sharing,no
10.1016/j.actpsy.2023.103945,trust in science and belief in misinformation mediate the effects of political orientation on vaccine hesitancy and intention to be vaccinated,no
10.1177/10659129231224084,countering “fake news” through public education and advertisements: an experimental analysis,no
10.1515/mmcks-2023-0009,exposure of valenced fake news frames to country brand equity and the role of news credibility in this process,no
10.1371/journal.pone.0280245,profiles of covid-19 vaccine hesitancy by race and ethnicity in eastern pennsylvania,no
10.4324/9781003391616-12,japan’s changing approach to dealing with rumors in the aftermath of natural disasters and war,no
10.22572/mi.29.1.2,media discourse on web portals and twitter – an online battleground for the combat between media literacy and fake news?; [novinarski diskurs na portalima i twitteru - medijski poligon borbe medijske pismenosti i lažnih vijesti?],no
10.1371/journal.pone.0284773,"experiences of women in prenatal, childbirth, and postpartum care during the covid-19 pandemic in selected cities in brazil: the resignification of the experience of pregnancy and giving birth",no
10.1177/10776990221084606,how misinformation and rebuttals in online comments affect people’s intention to receive covid-19 vaccines: the roles of psychological reactance and misperceptions,no
10.1093/jcmc/zmad021,facts are hard to come by: discerning and sharing factual information on social media,no
10.1126/sciadv.abo6169,the social media context interferes with truth discernment,yes
10.1017/elo.2023.14,the ordoliberal internet? continuity and change in the eu's approach to the governance of cyberspace,no
10.1126/sciadv.adg8333,social media: why sharing interferes with telling true from false,no
10.47305/JLIA2391035s,rethinking strategic autonomy in times of next generation eu: new digital agenda,no
10.4324/9781003429036-13,covid: the invisible invasion,no
10.1007/s41979-022-00082-6,assessing confidence and certainty of students in an undergraduate linear algebra course,no
10.1177/01461672221077519,how attitudes impact the continued influence effect of misinformation: the mediating role of discomfort,no
